결제일시(입금확인일),주문일시,주문경로,주문번호,상품코드,상품품목코드,수량,상품구매금액,총 배송비 (첫 품목에만 표시),배송비 추가결제,주문 상태
"2024-07-06 00:32:27","2024-07-06 00:32:27","모바일웹","20240706-0000018","P00000JZ","P00000JZ000E","2","83800.00","0.00","","배송 준비중"
"2024-07-06 00:59:15","2024-07-06 00:59:15","모바일웹","20240706-0000022","P00000JZ","P00000JZ000B","1","39900.00","3000.00","","배송 준비중"
"2024-07-06 00:55:48","2024-07-06 00:55:47","쿠팡","20240706-0000036","14651382730","14651382730000000000000","1","16800.00","3000.00","","배송 준비중"
"2024-07-06 02:48:19","2024-07-06 02:52:12","네이버 페이","20240706-0000045","P00000JZ","P00000JZ000B","1","39900.00","3000.00","","배송 준비중"
"2024-07-06 08:46:48","2024-07-06 08:50:46","네이버 페이","20240706-0000056","P00000JC","P00000JC000J","1","81000.00","0.00","","취소 요청"
"2024-07-06 09:29:11","2024-07-06 09:29:11","모바일웹","20240706-0000064","P000000O","P000000O000H","1","48000.00","3000.00","","배송 준비중"
"2024-07-06 09:42:26","2024-07-06 09:42:26","모바일웹","20240706-0000081","P00000DU","P00000DU000A","1","5000.00","0.00","","배송 준비중"
"2024-07-06 09:42:26","2024-07-06 09:42:26","모바일웹","20240706-0000081","P000000O","P000000O000H","1","48000.00","","","배송 준비중"
"2024-07-06 09:42:26","2024-07-06 09:42:26","모바일웹","20240706-0000081","P00000JZ","P00000JZ000C","1","40900.00","","","배송 준비중"
"2024-07-06 09:42:26","2024-07-06 09:42:26","모바일웹","20240706-0000081","P00000KA","P00000KA000R","1","48000.00","","","배송 준비중"
"2024-07-06 12:12:44","2024-07-06 12:12:44","모바일웹","20240706-0000092","P00000JZ","P00000JZ000C","1","40900.00","3000.00","","배송 준비중"
"2024-07-06 13:05:22","2024-07-06 13:05:22","모바일웹","20240706-0000101","P00000JC","P00000JC000J","1","81000.00","0.00","","배송 준비중"
"2024-07-06 13:25:07","2024-07-06 13:25:07","모바일웹","20240706-0000111","P00000EE","P00000EE000B","1","53820.00","0.00","","배송 준비중"
"2024-07-06 13:44:00","2024-07-06 13:44:00","모바일웹","20240706-0000125","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-07-06 13:58:43","2024-07-06 13:58:43","모바일웹","20240706-0000137","P00000JZ","P00000JZ000B","1","39900.00","3000.00","","배송 준비중"
"2024-07-06 14:24:51","2024-07-06 14:24:51","모바일웹","20240706-0000169","P00000JZ","P00000JZ000C","3","122700.00","0.00","","배송 준비중"
"2024-07-06 14:45:07","2024-07-06 14:48:12","네이버 페이","20240706-0000178","P000000O","P000000O000I","1","89000.00","0.00","","배송 준비중"
"2024-07-06 15:44:27","2024-07-06 15:44:27","모바일웹","20240706-0000181","P000000Y","P000000Y000M","1","53820.00","0.00","","배송 준비중"
"2024-07-06 16:45:25","2024-07-06 16:48:25","네이버 페이","20240706-0000195","P00000KA","P00000KA000M","1","160000.00","0.00","","배송 준비중"
"2024-07-06 16:45:25","2024-07-06 16:48:25","네이버 페이","20240706-0000195","P00000KA","P00000KA000N","1","48000.00","","","배송 준비중"
"2024-07-06 16:45:25","2024-07-06 16:48:25","네이버 페이","20240706-0000195","P00000KA","P00000KA000R","1","48000.00","","","배송 준비중"
"2024-07-06 17:37:18","2024-07-06 17:37:17","쿠팡","20240706-0000202","13525598019","13525598019000000000000","1","52800.00","0.00","","배송 준비중"
"2024-07-06 18:52:09","2024-07-06 18:52:09","모바일웹","20240706-0000216","P00000JZ","P00000JZ000C","1","40900.00","0.00","","배송 준비중"
"2024-07-06 18:52:09","2024-07-06 18:52:09","모바일웹","20240706-0000216","P00000JD","P00000JD000K","1","77900.00","","","배송 준비중"
"2024-07-06 19:22:53","2024-07-06 19:22:53","모바일웹","20240706-0000229","P00000DR","P00000DR000J","1","160000.00","0.00","","배송 준비중"
"2024-07-06 19:46:10","2024-07-06 19:46:10","모바일웹","20240706-0000239","P00000JR","P00000JR000B","1","89000.00","0.00","","배송 준비중"
"2024-07-06 19:47:26","2024-07-06 19:49:11","네이버 페이","20240706-0000249","P00000EE","P00000EE000B","1","53820.00","0.00","","배송 준비중"
"2024-07-06 20:04:06","2024-07-06 19:56:17","모바일웹","20240706-0000251","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-07-06 20:57:40","2024-07-06 21:00:43","네이버 페이","20240706-0000268","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-07-06 21:05:40","2024-07-06 21:05:38","쿠팡","20240706-0000277","13525526501","13525526501000000000000","1","21000.00","3000.00","","배송 준비중"
"2024-07-06 22:49:43","2024-07-06 22:49:43","모바일웹","20240706-0000282","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-07-06 22:00:47","2024-07-06 22:00:30","쿠팡","20240706-0000299","14651382730","14651382730000000000000","1","16800.00","3000.00","","취소 요청"
"2024-07-06 22:23:22","2024-07-06 22:23:20","쿠팡","20240706-0000306","13525526501","13525526501000000000000","1","21000.00","3000.00","","배송 준비중"
"2024-07-06 22:30:11","2024-07-06 22:28:42","쿠팡","20240706-0000315","13524651195","13524651195000000000000","1","160000.00","0.00","","배송 준비중"
"2024-07-07 01:13:02","2024-07-07 01:16:27","네이버 페이","20240707-0000013","P00000JZ","P00000JZ000B","1","39900.00","3000.00","","배송 준비중"
"2024-07-07 03:33:40","2024-07-07 03:33:40","모바일웹","20240707-0000020","P000000Y","P000000Y000M","1","53820.00","0.00","","배송 준비중"
"2024-07-07 05:25:40","2024-07-07 05:28:05","네이버 페이","20240707-0000035","P000000O","P000000O000K","2","320000.00","0.00","","배송 준비중"
"2024-07-07 08:12:40","2024-07-07 08:12:38","쿠팡","20240707-0000047","13525598019","13525598019000000000000","1","52800.00","0.00","","배송 준비중"
"2024-07-07 08:30:30","2024-07-07 08:30:28","쿠팡","20240707-0000056","14651382730","14651382730000000000000","1","16800.00","3000.00","","배송 준비중"
"2024-07-07 09:58:16","2024-07-07 09:57:22","쿠팡","20240707-0000068","13525526501","13525526501000000000000","1","21000.00","3000.00","","배송 준비중"
"2024-07-07 10:04:46","2024-07-07 10:04:46","모바일웹","20240707-0000075","P000000O","P000000O000K","1","160000.00","0.00","","배송 준비중"
"2024-07-07 10:28:51","2024-07-07 10:28:50","쿠팡","20240707-0000089","13525598019","13525598019000000000000","1","52800.00","0.00","","배송 준비중"
"2024-07-07 11:01:27","2024-07-07 11:00:12","쿠팡","20240707-0000094","13723591617","13723591617000000000000","1","120000.00","0.00","","배송 준비중"
"2024-07-07 11:17:11","2024-07-07 11:17:11","모바일웹","20240707-0000103","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-07-07 12:29:21","2024-07-07 12:31:17","네이버 페이","20240707-0000119","P00000GU","P00000GU000C","1","86000.00","0.00","","배송 준비중"
"2024-07-07 13:27:12","2024-07-07 13:27:10","쿠팡","20240707-0000120","13525526501","13525526501000000000000","1","17800.00","3000.00","","배송 준비중"
"2024-07-07 13:30:27","2024-07-07 13:30:00","쿠팡","20240707-0000130","13524651195","13524651195000000000000","1","89000.00","0.00","","취소 요청"
"2024-07-07 14:13:15","2024-07-07 14:13:04","쿠팡","20240707-0000144","13524651195","13524651195000000000000","1","89000.00","0.00","","배송 준비중"
"2024-07-07 15:07:07","2024-07-07 15:10:13","네이버 페이","20240707-0000152","P00000JD","P00000JD000K","2","155800.00","0.00","","배송 준비중"
"2024-07-07 16:16:09","2024-07-07 16:16:09","모바일웹","20240707-0000165","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-07-07 17:15:10","2024-07-07 17:15:10","모바일웹","20240707-0000175","P00000EE","P00000EE000B","1","53820.00","0.00","","배송 준비중"
"2024-07-07 17:11:20","2024-07-07 17:08:58","쿠팡","20240707-0000186","13525598019","13525598019000000000000","1","52800.00","0.00","","배송 준비중"
"2024-07-07 18:17:00","2024-07-07 18:17:00","모바일웹","20240707-0000191","P00000DP","P00000DP000Q","1","146900.00","0.00","","배송 준비중"
"2024-07-07 18:49:58","2024-07-07 18:46:26","모바일웹","20240707-0000227","P00000JD","P00000JD000K","3","233700.00","0.00","","배송 준비중"
"2024-07-07 18:54:29","2024-07-07 18:54:26","쿠팡","20240707-0000230","14478287655","14478287655000000000000","1","42000.00","0.00","","배송 준비중"
"2024-07-07 20:03:32","2024-07-07 20:03:31","쿠팡","20240707-0000249","13525526501","13525526501000000000000","1","21000.00","3000.00","","배송 준비중"
"2024-07-07 20:04:19","2024-07-07 20:04:10","쿠팡","20240707-0000257","13525526501","13525526501000000000000","1","21000.00","3000.00","","배송 준비중"
"2024-07-07 20:08:37","2024-07-07 20:08:36","쿠팡","20240707-0000264","14478287655","14478287655000000000000","1","42000.00","0.00","","배송 준비중"
"2024-07-07 20:10:02","2024-07-07 20:09:52","쿠팡","20240707-0000275","13524651195","13524651195000000000000","1","89000.00","0.00","","배송 준비중"
"2024-07-07 21:02:36","2024-07-07 21:02:35","쿠팡","20240707-0000288","13524651195","13524651195000000000000","1","89000.00","0.00","","배송 준비중"
"2024-07-07 21:21:26","2024-07-07 21:21:23","쿠팡","20240707-0000299","14478287655","14478287655000000000000","1","42000.00","0.00","","배송 준비중"
"2024-07-07 22:00:35","2024-07-07 22:04:39","네이버 페이","20240707-0000318","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-07-07 22:00:35","2024-07-07 22:04:39","네이버 페이","20240707-0000318","P00000JC","P00000JC000J","1","81000.00","","","배송 준비중"
"2024-07-07 22:37:25","2024-07-07 22:37:25","모바일웹","20240707-0000324","P000000O","P000000O000I","1","89000.00","0.00","","배송 준비중"
"2024-07-07 22:29:32","2024-07-07 22:29:16","쿠팡","20240707-0000330","14651382730","14651382730000000000000","1","125700.00","0.00","","배송 준비중"
"2024-07-07 23:01:35","2024-07-07 23:01:35","모바일웹","20240707-0000348","P00000CK","P00000CK000B","1","52800.00","0.00","","배송 준비중"
"2024-07-07 23:01:35","2024-07-07 23:01:35","모바일웹","20240707-0000348","P00000JD","P00000JD000K","1","77900.00","","","배송 준비중"
"2024-07-07 23:11:17","2024-07-07 23:11:17","모바일웹","20240707-0000356","P000000O","P000000O000I","1","89000.00","0.00","","배송 준비중"
"2024-07-07 23:08:14","2024-07-07 23:12:26","네이버 페이","20240707-0000366","P00000BK","P00000BK000L","1","29000.00","3000.00","","배송 준비중"
"2024-07-07 23:30:28","2024-07-07 23:34:07","네이버 페이","20240707-0000374","P00000CK","P00000CK000D","1","88000.00","0.00","","배송 준비중"
"2024-07-07 23:47:45","2024-07-07 23:47:45","모바일웹","20240707-0000383","P00000JD","P00000JD000K","2","155800.00","0.00","","배송 준비중"
