결제일시(입금확인일),주문일시,주문경로,주문번호,상품코드,상품품목코드,수량,상품구매금액,총 배송비 (첫 품목에만 표시),배송비 추가결제,주문 상태
"2024-08-03 11:08:29","2024-08-03 11:08:29","모바일웹","20240803-0000031","P00000KD","P00000KD000B","1","89000.00","0.00","","배송 준비중"
"2024-08-03 11:09:08","2024-08-03 11:09:08","모바일웹","20240803-0000043","P00000KD","P00000KD000B","1","89000.00","0.00","","배송 준비중"
"2024-08-03 11:11:32","2024-08-03 11:11:32","모바일웹","20240803-0000055","P00000GJ","P00000GJ000T","1","108000.00","0.00","","배송 준비중"
"2024-08-03 11:12:43","2024-08-03 11:12:43","모바일웹","20240803-0000065","P00000KD","P00000KD000A","1","48000.00","0.00","","취소 요청"
"2024-08-03 11:13:58","2024-08-03 11:16:48","네이버 페이","20240803-0000070","P00000KD","P00000KD000H","1","160000.00","0.00","","배송 준비중"
"2024-08-03 11:24:03","2024-08-03 11:24:03","모바일웹","20240803-0000081","P00000KD","P00000KD000C","1","126000.00","0.00","","배송 준비중"
"2024-08-03 11:21:25","2024-08-03 11:24:19","네이버 페이","20240803-0000099","P00000KA","P00000KA000S","1","89000.00","0.00","","배송 준비중"
"2024-08-03 11:35:32","2024-08-03 11:35:32","모바일웹","20240803-0000100","P00000EE","P00000EE000B","1","53820.00","0.00","","배송 준비중"
"2024-08-03 11:35:32","2024-08-03 11:35:32","모바일웹","20240803-0000100","P00000JD","P00000JD000K","1","77900.00","","","배송 준비중"
"2024-08-03 12:05:06","2024-08-03 12:05:06","PC쇼핑몰","20240803-0000125","P00000JI","P00000JI000P","1","25900.00","3000.00","","배송 준비중"
"2024-08-03 12:12:00","2024-08-03 12:12:00","모바일웹","20240803-0000134","P00000KD","P00000KD000C","1","126000.00","0.00","","배송 준비중"
"2024-08-03 12:37:44","2024-08-03 12:37:44","모바일웹","20240803-0000153","P00000KA","P00000KA000S","1","89000.00","0.00","","배송 준비중"
"2024-08-03 12:37:44","2024-08-03 12:37:44","모바일웹","20240803-0000153","P00000KA","P00000KA000K","1","89000.00","","","배송 준비중"
"2024-08-03 12:37:44","2024-08-03 12:37:44","모바일웹","20240803-0000153","P00000JV","P00000JV000A","1","77500.00","","","배송 준비중"
"2024-08-03 15:57:04","2024-08-03 15:57:04","모바일웹","20240803-0000175","P00000KD","P00000KD000F","1","89000.00","0.00","","배송 준비중"
"2024-08-03 16:27:34","2024-08-03 16:27:22","쿠팡","20240803-0000184","13524651195","13524651195000000000000","1","160000.00","0.00","","배송 준비중"
"2024-08-03 16:34:46","2024-08-03 16:38:37","네이버 페이","20240803-0000198","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-08-03 16:43:23","2024-08-03 16:43:23","모바일웹","20240803-0000209","P00000KD","P00000KD000B","1","89000.00","0.00","","배송 준비중"
"2024-08-03 16:52:00","2024-08-03 16:52:00","모바일웹","20240803-0000219","P00000JO","P00000JO000B","1","87500.00","0.00","","배송 준비중"
"2024-08-03 16:37:39","2024-08-03 16:37:38","쿠팡","20240803-0000221","13525526501","13525526501000000000000","1","33000.00","0.00","","취소 요청"
"2024-08-03 16:48:52","2024-08-03 16:48:50","쿠팡","20240803-0000232","13525526501","13525526501000000000000","1","33000.00","0.00","","배송 준비중"
"2024-08-03 17:03:15","2024-08-03 17:02:37","쿠팡","20240803-0000243","13524651195","13524651195000000000000","1","89000.00","0.00","","배송 준비중"
"2024-08-03 18:09:28","2024-08-03 18:12:34","네이버 페이","20240803-0000259","P00000CK","P00000CK000A","1","27900.00","3000.00","","배송 준비중"
"2024-08-03 19:32:29","2024-08-03 19:36:24","네이버 페이","20240803-0000262","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-08-03 19:58:58","2024-08-03 19:58:58","모바일웹","20240803-0000276","P00000KD","P00000KD000B","1","89000.00","0.00","","배송 준비중"
"2024-08-03 20:15:37","2024-08-03 20:18:24","네이버 페이","20240803-0000284","P000000Y","P000000Y000L","1","30900.00","3000.00","","배송 준비중"
"2024-08-03 21:35:57","2024-08-03 21:35:46","쿠팡","20240803-0000290","13525277603","13525277603000000000000","2","183200.00","0.00","","배송 준비중"
"2024-08-04 01:20:22","2024-08-04 01:20:20","쿠팡","20240804-0000019","13525526501","13525526501000000000000","1","33000.00","0.00","","배송 준비중"
"2024-08-04 01:54:12","2024-08-04 01:54:03","쿠팡","20240804-0000028","13524651195","13524651195000000000000","1","160000.00","0.00","","배송 준비중"
"2024-08-04 06:51:14","2024-08-04 06:51:14","모바일웹","20240804-0000032","P000000O","P000000O000I","1","89000.00","0.00","","배송 준비중"
"2024-08-04 08:12:01","2024-08-04 08:14:39","네이버 페이","20240804-0000045","P00000GU","P00000GU000E","1","168000.00","0.00","","배송 준비중"
"2024-08-04 09:17:35","2024-08-04 09:17:35","모바일웹","20240804-0000057","P000000Y","P000000Y000L","1","30900.00","3000.00","","배송 준비중"
"2024-08-04 09:25:41","2024-08-04 09:25:29","쿠팡","20240804-0000061","13524651195","13524651195000000000000","1","160000.00","0.00","","취소 요청"
"2024-08-04 09:52:46","2024-08-04 09:52:36","쿠팡","20240804-0000077","13524651195","13524651195000000000000","1","160000.00","0.00","","배송 준비중"
"2024-08-04 10:14:30","2024-08-04 10:18:25","네이버 페이","20240804-0000080","P000000Y","P000000Y000L","1","30900.00","3000.00","","배송 준비중"
"2024-08-04 12:00:20","2024-08-04 12:00:20","모바일웹","20240804-0000097","P00000JZ","P00000JZ000B","1","39900.00","3000.00","","배송 준비중"
"2024-08-04 14:01:05","2024-08-04 14:01:05","모바일웹","20240804-0000106","P000000Y","P000000Y000M","1","59800.00","0.00","","배송 준비중"
"2024-08-04 13:49:20","2024-08-04 13:49:13","쿠팡","20240804-0000110","13525526501","13525526501000000000000","1","33000.00","0.00","","배송 준비중"
"2024-08-04 16:21:31","2024-08-04 16:21:31","모바일웹","20240804-0000120","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-08-04 16:59:15","2024-08-04 16:59:15","모바일웹","20240804-0000136","P00000BQ","P00000BQ000C","1","44000.00","3000.00","","배송 준비중"
"2024-08-04 16:58:37","2024-08-04 16:58:28","쿠팡","20240804-0000149","13524651195","13524651195000000000000","1","126000.00","0.00","","배송 준비중"
"2024-08-04 17:34:34","2024-08-04 17:34:25","쿠팡","20240804-0000150","13525485770","13525485770000000000000","1","111600.00","0.00","","배송 준비중"
"2024-08-04 18:18:36","2024-08-04 18:18:34","쿠팡","20240804-0000162","13525526501","13525526501000000000000","1","33000.00","0.00","","배송 준비중"
"2024-08-04 19:12:49","2024-08-04 19:16:40","네이버 페이","20240804-0000172","P00000EE","P00000EE000B","1","53820.00","0.00","","배송 준비중"
"2024-08-04 19:59:27","2024-08-04 20:02:28","네이버 페이","20240804-0000183","P00000EE","P00000EE000B","1","53820.00","0.00","","배송 준비중"
"2024-08-04 20:53:02","2024-08-04 20:53:02","모바일웹","20240804-0000198","P00000DU","P00000DU000A","2","10000.00","0.00","","배송 준비중"
"2024-08-04 20:53:02","2024-08-04 20:53:02","모바일웹","20240804-0000198","P00000JZ","P00000JZ000C","1","40900.00","","","배송 준비중"
"2024-08-04 20:55:29","2024-08-04 20:55:21","쿠팡","20240804-0000208","13525598019","13525598019000000000000","1","73800.00","0.00","","배송 준비중"
"2024-08-04 21:13:45","2024-08-04 21:16:38","네이버 페이","20240804-0000215","P00000CK","P00000CK000A","1","27900.00","3000.00","","배송 준비중"
"2024-08-04 21:56:46","2024-08-04 21:56:46","모바일웹","20240804-0000232","P00000JD","P00000JD000K","1","77900.00","0.00","","배송 준비중"
"2024-08-04 22:11:48","2024-08-04 22:11:48","모바일웹","20240804-0000247","P00000DP","P00000DP000Q","1","146900.00","0.00","","배송 준비중"
"2024-08-04 22:26:30","2024-08-04 22:26:30","모바일웹","20240804-0000251","P00000CK","P00000CK000B","1","52800.00","0.00","","배송 준비중"
